"id";"jobs";"firms";"salary";"nums0"
5153;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"4-6千/月";"2"
5154;"连锁公寓店长";"深圳锐诩公寓管理有限公司";"5-6千/月";"2"
5155;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"4-6千/月";"5"
5156;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"4-6千/月";"2"
5157;"网络管理员/网络工程师技术支持";"深圳市飞尔跃科技发展有限公司";"6-8千/月";"2"
5158;"估值实施工程师";"北京根网科技有限公司";"1-2万/月";"3"
5159;"估值售后顾问";"北京根网科技有限公司";"1-2万/月";"3"
5160;"估值实施经理/负责人";"北京根网科技有限公司";"30-40万/年";"若干"
5161;"网络工程师（深圳）";"广州南天电脑系统有限公司";"0.6-1万/月";"若干"
5162;"数据库开发工程师";"深圳市迷你玩科技有限公司";"1.5-3万/月";"若干"
5163;"中级WEB前端开发";"深圳市迷你玩科技有限公司";"1-2万/月";"若干"
5164;"Web前端开发工程师";"深圳市迷你玩科技有限公司";"1-2万/月";"1"
5165;"软件维护工程师";"深圳市智宇实业发展有限公司";"6-8千/月";"1"
5166;"网络工程师（北京）";"深圳市智宇实业发展有限公司";"0.8-1万/月";"若干"
5167;"系统工程师";"深圳市智胜慧通科技有限公司";"0.8-1.5万/月";"2"
5168;"IT销售经理";"深圳市博安特科技有限公司";"12-60万/年";"若干"
5169;"无责任底薪销售";"深圳市博安特科技有限公司";"0.5-2.5万/月";"若干"
5170;"销售代表";"深圳市博安特科技有限公司";"4-9千/月";"若干"
5171;"客户销售经理";"深圳市博安特科技有限公司";"4.5-6千/月";"若干"
5172;"高级客户经理/客户经理";"深圳市博安特科技有限公司";"12-60万/年";"若干"
5173;"储备人才/应届毕业生";"深圳市新怡海科技发展有限公司";"4.5-6千/月";"2"
5174;"PHP中级开发工程师";"健康160（原就医160）";"1.2-2.5万/月";"1"
5175;"IT管理培训生";"华润万家有限公司-OLE业务单元";"5-6.5千/月";"2"
5176;"应用维护工程师(职位编号：crv004068)";"华润万家有限公司-OLE业务单元";"0.5-1万/月";"1"
5177;"后台系统工程师";"华润万家有限公司-OLE业务单元";"0.8-1万/月";"2"
5178;"数据中心工程师（建设管理方向）";"深圳市信息管线有限公司";"0.8-1万/月";"若干"
5179;"PHP工程师";"深圳市铱�}医疗科技有限公司";"1-1.6万/月";"1"
5180;"网络工程师";"深圳宜和股份有限公司（深视宜和购物频道）";"4-6千/月";"2"
5181;"Java(自动化接口开发)";"信必优(深圳)信息技术有限公司";"1-1.5万/月";"2"
5182;"售后工程师";"匡衡软件（北京）有限公司";"6-8千/月";"5"
5183;"空调维修保养工程师";"广东精冷源设备工程有限公司";"6-8千/月";"2"
5184;"信息安全工程师";"坎德拉（深圳）科技创新有限公司";"0.8-1.5万/月";"1"
5185;"集群管理服务高级工程师";"深圳云天励飞技术有限公司";"2-4万/月";"1"
5186;"Java(中/高)级开发工程师（基础业务方向）";"深圳云天励飞技术有限公司";"1.3-2.6万/月";"5"
5187;"java中(高)级开发工程师(中间件)";"深圳云天励飞技术有限公司";"1.5-3万/月";"5"
5188;"网络安全测试经理";"深圳云天励飞技术有限公司";"1.5-3万/月";"若干"
5189;"网络安全测试工程师(初中级)";"深圳云天励飞技术有限公司";"0.9-1.8万/月";"若干"
5190;"暖通工程师";"深圳市特发物业管理有限公司";"0.8-1万/月";"若干"
5191;"DevOps工程师-深圳-01302";"网宿科技股份有限公司";"2-3万/月";"2"
5192;"售前工程师-深圳-00666";"网宿科技股份有限公司";"1-1.6万/月";"2"
5193;"2019校招-DevOps工程师";"网宿科技股份有限公司";"1-1.5万/月";"若干"
5194;"2019校招-资源规划工程师";"网宿科技股份有限公司";"1-1.5万/月";"若干"
5195;"SAP项目工程师-深圳-01657";"网宿科技股份有限公司";"1-1.8万/月";"1"
5196;"IT系统工程师";"网宿科技股份有限公司";"1-2.5万/月";"1"
5197;"Android开发工程师（测试开发方向）(职位编号：1)";"深圳市诚壹科技有限公司";"1-1.5万/月";"2"
5198;"网络工程师";"恒创控股集团有限公司";"6-8千/月";"1"
5199;"Web开发工程师";"恒创控股集团有限公司";"1.2-2万/月";"1"
5200;"测试经理";"恒创控股集团有限公司";"1.2-3万/月";"1"
5201;"ANDROID架构师";"恒创控股集团有限公司";"1.2-3万/月";"若干"
5202;"IOS架构师";"恒创控股集团有限公司";"1.2-3万/月";"1"
5203;"H5/WEB架构师";"恒创控股集团有限公司";"1.2-3万/月";"1"
5204;"安歆公寓店长";"深圳锐诩公寓管理有限公司";"4.5-6千/月";"2"
5205;"长租公寓店长";"深圳锐诩公寓管理有限公司";"4.5-6千/月";"2"
5206;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"4-7千/月";"2"
5207;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5208;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"4-6千/月";"2"
5209;"交易平台风控副总/总监";"深圳文化产权交易所有限公司";"1.2-3万/月";"1"
5210;".NET开发工程师";"深圳市索为资讯科技有限公司";"3-4.5千/月";"若干"
5211;"桌面维护工程师（HelpDesk）";"深圳市索为资讯科技有限公司";"4.5-6千/月";"10"
5212;"Python开发工程师";"博彦科技承德有限公司";"1-1.2万/月";"若干"
5213;"红海派遣华为   物流信息处理员";"广东红海联动信息科技有限公司";"0.7-1.2万/月";"若干"
5214;"红海派遣华为   设备技师";"广东红海联动信息科技有限公司";"0.8-1.5万/月";"若干"
5215;"红海派遣华为软件及仿真IT开发";"广东红海联动信息科技有限公司";"0.7-1.2万/月";"若干"
5216;"Java开发工程师";"民生易贷（珠海）互联网金融信息服务有限公司";"0.8-1.5万/月";"5"
5217;"思科网管";"深圳市域浪网络技术有限公司";"6-8千/月";"若干"
5218;"新媒体运营";"深圳百果园实业发展有限公司";"6-8千/月";"4"
5219;"OA集成开发岗(职位编号：PAGODA003622)";"深圳百果园实业发展有限公司";"1-1.5万/月";"1"
5220;"社区运营专员";"深圳百果园实业发展有限公司";"5-8千/月";"1"
5221;"spark大数据工程师(职位编号：PAGODA003679)";"深圳百果园实业发展有限公司";"1.5-2万/月";"若干"
5222;"项目经理-深圳";"杭州衡泰软件有限公司";"15-20万/年";"6"
5223;"实施工程师（中高级）-深圳";"杭州衡泰软件有限公司";"15-20万/年";"6"
5224;"00020-店长/储备店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5225;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5226;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5227;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5228;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5229;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5230;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5231;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5232;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5233;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5234;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5235;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5236;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5237;"公寓筹建店长";"深圳锐诩公寓管理有限公司";"5-6千/月";"2"
5238;"公寓筹建店长";"深圳锐诩公寓管理有限公司";"5-6千/月";"2"
5239;"公寓筹建店长";"深圳锐诩公寓管理有限公司";"5-6千/月";"2"
5240;"连锁公寓店长";"深圳锐诩公寓管理有限公司";"5-6千/月";"2"
5241;"连锁公寓店长";"深圳锐诩公寓管理有限公司";"5-6千/月";"2"
5242;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5243;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5244;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5245;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5246;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5247;"连锁酒店公寓门店店长";"深圳锐诩公寓管理有限公司";"5-7千/月";"2"
5248;"优秀应届生";"江苏润和软件股份有限公司";"3-4.5千/月";"10"
5249;"web前端开发";"江苏润和软件股份有限公司";"1.5-2万/月";"5"
5250;"品牌策划专员";"深圳凯吉星农产品检测认证有限公司";"5-8千/月";"3"
5251;"Java开发工程师";"深圳市德科信息技术有限公司";"0.9-1.8万/月";"5"
5252;"桌面系统维保工程师（敬请仔细阅读岗位要求）(职位编号：007)";"深圳易帕德科技有限公司";"6-8千/月";"5"
5253;"驻点桌面系统维保工程师（敬请仔细阅读岗位要求）(职位编号：007)";"深圳易帕德科技有限公司";"6-8千/月";"5"
5254;"系统维护工程师(职位编号：007)";"深圳易帕德科技有限公司";"6-8千/月";"5"
5255;"驻点桌面系统维保工程师(职位编号：007)";"深圳易帕德科技有限公司";"6-8千/月";"5"
5256;"红帽工程师";"深圳市汇通合力科技股份有限公司";"2-3万/月";"1"
5257;"云开发工程师（java工程师）";"深圳市汇通合力科技股份有限公司";"2.5-3万/月";"1"
5258;"售后工程师客服";"深圳市凌雄租赁服务有限公司";"4.5-6千/月";"2"
5259;"高级DevOps工程师";"丹尼尔惠灵顿贸易（深圳）有限公司";"2-2.5万/月";"1"
5260;"技术支持工程师";"广州华工中云信息技术有限公司";"6-8千/月";"2"
5261;"需求工程师";"博彦科技（深圳）有限公司";"1-1.8万/月";"4"
5262;"产品实施运营";"博彦科技（深圳）有限公司";"1-1.5万/月";"2"
5263;"数据库开发工程师";"博彦科技（深圳）有限公司";"1.2-2万/月";"若干"
5264;"自动贩卖机理货员";"上海鑫屋网络科技有限公司";"5.5-6千/月";"2"
5265;"运营开发工程师";"深圳市蓝德信诺科技有限公司";"1-2万/月";"若干"
5266;"Docker容器工程师";"深圳市蓝德信诺科技有限公司";"1-2万/月";"若干"
5267;"网络工程师";"深圳市蓝德信诺科技有限公司";"0.6-1.2万/月";"3"
5268;"维修管理高级专员";"地上铁租车（深圳）有限公司";"0.8-1.4万/月";"1"
5269;"维修管理专员";"地上铁租车（深圳）有限公司";"4-7千/月";"1"
5270;"售前工程师";"深圳市一号互联科技有限公司";"0.8-1万/月";"2"
5271;"信息系统管理岗(职位编号：crland009873)";"华润置地华南大区";"1-1.5万/月";"1"
5272;"IT主管";"深圳市道通科技股份有限公司";"1-2万/月";"1"
5273;"SAP PP实施顾问";"深圳市道通科技股份有限公司";"1.5-2.5万/月";"1"
5274;"高级大数据开发工程师";"深圳市道通科技股份有限公司";"2-3万/月";"2"
5275;"配置管理工程师";"深圳市道通科技股份有限公司";"0.8-1万/月";"1"
5276;"项目经理（广州）";"广东宝通玻璃钢有限公司";"6-8千/月";"2"
5277;"项目经理（西安）";"广东宝通玻璃钢有限公司";"6-8千/月";"2"
5278;"项目经理（湖南）";"广东宝通玻璃钢有限公司";"6-8千/月";"2"
5279;"项目经理（湖北）";"广东宝通玻璃钢有限公司";"6-8千/月";"2"
5280;"项目经理（海南）";"广东宝通玻璃钢有限公司";"6-8千/月";"2"
5281;"项目经理（北京）";"广东宝通玻璃钢有限公司";"6-8千/月";"2"
5282;"项目经理（山东）";"广东宝通玻璃钢有限公司";"6-8千/月";"2"
5283;"项目经理（江西）";"广东宝通玻璃钢有限公司";"6-8千/月";"2"
5284;"项目经理（江苏）";"广东宝通玻璃钢有限公司";"6-8千/月";"3"
5285;"项目经理（浙江）";"广东宝通玻璃钢有限公司";"6-8千/月";"3"
5286;"项目经理（安徽）";"广东宝通玻璃钢有限公司";"6-8千/月";"2"
5287;"项目经理（上海）";"广东宝通玻璃钢有限公司";"6-8千/月";"2"
5288;"项目经理（广西）";"广东宝通玻璃钢有限公司";"0.8-1万/月";"2"
5289;"项目经理（陕西）";"广东宝通玻璃钢有限公司";"6-8千/月";"2"
5290;"项目经理（四川）";"广东宝通玻璃钢有限公司";"6-8千/月";"3"
5291;"建筑能耗监测工程师（电气）";"深圳市建筑科学研究院股份有限公司";"6-8千/月";"若干"
5292;"IT开发高级经理";"深圳市建筑科学研究院股份有限公司";"1.5-2万/月";"若干"
5293;"（运营公司）高级技术经理";"深圳市建筑科学研究院股份有限公司";"0.9-1.5万/月";"10"
5294;"（运营公司）高级商务经理";"深圳市建筑科学研究院股份有限公司";"0.9-1.5万/月";"3"
5295;"公信检测类（2019校招）";"深圳市建筑科学研究院股份有限公司";"6-9千/月";"若干"
5296;"公信检测类（19校招）";"深圳市建筑科学研究院股份有限公司";"6-9千/月";"若干"
5297;"影视项目经理";"霍尔果斯聚视互娱文化产业有限公司深圳分公司";"1.2-1.8万/月";"1"
5298;"影视项目经理";"霍尔果斯聚视互娱文化产业有限公司深圳分公司";"1.5-2万/月";"1"
5299;"项目经理";"霍尔果斯聚视互娱文化产业有限公司深圳分公司";"1-1.8万/月";"2"
5300;"高级项目经理（足球项目）";"霍尔果斯聚视互娱文化产业有限公司深圳分公司";"1.5-1.8万/月";"1"
5301;".Net开发工程师（急聘）";"奇宏电子（深圳）有限公司";"0.6-1万/月";"若干"
5302;"Java软件工程师(急聘)";"奇宏电子（深圳）有限公司";"1-1.5万/月";"2"
5303;"系统支持与实施经理（仓储）";"顺丰科技有限公司";"1.2-2.5万/月";"4"
5304;"专家级高级大数据开发工程师";"深圳市贝福投资集团有限公司";"4-5万/月";"2"
5305;"业务系统总监";"深圳市捷顺科技实业股份有限公司";"3.5-5万/月";"3"
5306;"电商运营/运营主管";"金大福珠宝有限公司";"0.8-1万/月";"1"
5307;"安全工程师";"中腾信金融信息服务（上海）有限公司";"3.5-4.5万/月";"1"
5308;"IT审计 (MJ000068)";"中腾信金融信息服务（上海）有限公司";"0.6-1.3万/月";"1"
5309;"IT工程师";"东莞市民盈房地产开发有限公司";"0.7-1万/月";"1"
5310;"新媒体运营";"多轮多网络科技（深圳）有限公司";"0.6-1.2万/月";"2"
5311;"高级DBA";"深圳市恒牛科技有限公司";"2-2.5万/月";"1"
5312;"Go后台开发工程师";"深圳市恒牛科技有限公司";"1.5-2万/月";"1"
5313;"电商运营总监";"深圳市玛依尔服饰有限公司";"1.5-2万/月";"1"
5314;"商务专员";"北京中科联通科技有限责任公司";"6-8千/月";"1"
5315;"销售总监";"北京中科联通科技有限责任公司";"1-1.5万/月";"1"
5316;"大客户经理";"北京中科联通科技有限责任公司";"0.8-1.2万/月";"3"
5317;"销售代表";"北京中科联通科技有限责任公司";"5-8千/月";"若干"
5318;"信息安全岗(职位编号：fcsc000847)";"第一创业证券股份有限公司";"20-30万/年";"1"
5319;"产品实施运营";"深圳市德科信息技术有限公司";"1-1.3万/月";"1"
5320;"数据分析员(职位编号：5)";"深圳市金活医药有限公司";"6-8千/月";"1"
5321;"交付工程师（可接受优秀应届生）";"优维科技（深圳）有限公司";"1-2万/月";"1"
5322;"项目经理";"优维科技（深圳）有限公司";"1.5-2.5万/月";"1"
5323;"渠道解决方案BD";"优维科技（深圳）有限公司";"1.5-2.5万/月";"1"
5324;"高级后台开发";"优维科技（深圳）有限公司";"2-3.5万/月";"1"
5325;"DevOps解决方案架构师";"优维科技（深圳）有限公司";"1.5-3万/月";"1"
5326;"产品经理";"优维科技（深圳）有限公司";"1-2万/月";"1"
5327;"项目交付实施（上海）";"优维科技（深圳）有限公司";"1-2万/月";"5"
5328;"项目交付实施-华北分公司";"优维科技（深圳）有限公司";"1.5-2.5万/月";"5"
5329;"Devops交付工程师(深圳）";"优维科技（深圳）有限公司";"1.2-2.2万/月";"5"
5330;"高级后台开发（Base深圳）";"优维科技（深圳）有限公司";"2-3.5万/月";"5"
5331;"Devops实施工程师";"优维科技（深圳）有限公司";"1-2万/月";"5"
5332;"Devops交付工程师";"优维科技（深圳）有限公司";"1-2万/月";"5"
5333;"Python开发工程师（驻场广州）";"优维科技（深圳）有限公司";"1.3-1.8万/月";"5"
5334;"云交付工程师";"云聚数据科技（上海）有限公司";"1-2万/月";"若干"
5335;"网络工程师";"深圳宝龙达信息技术股份有限公司";"0.8-1.2万/月";"1"
5336;"学习平台运营";"万科集团物业事业本部";"1.5-3万/月";"1"
5337;"设施专家";"万科集团物业事业本部";"1.5-3万/月";"若干"
5338;"设施专家 （信息化工作室）";"万科集团物业事业本部";"1.5-2万/月";"1"
5339;"高级Python开发工程师";"万科集团物业事业本部";"2-3.5万/月";"若干"
5340;"产品运营经理 （信息化工作室）";"万科集团物业事业本部";"1.5-2万/月";"1"
5341;"网络工程师（发展前景好+专业培训）";"深圳市立诺软件有限公司";"5-8千/月";"2"
5342;".NET工程师";"烽火通信科技股份有限公司";"10-15万/年";"2"
5343;"工程项目经理(海外)(职位编号：Fiberhome001434)";"烽火通信科技股份有限公司";"20-30万/年";"30"
5344;"网络安全工程师（发展前景好+专业培训）";"深圳市立诺软件有限公司";"6-8千/月";"2"
5345;"大数据工程师（数据仓库方向）";"中电科新型智慧城市研究院有限公司";"1.5-2万/月";"5"
5346;"数据安全工程师/DBA";"深圳市安印科技有限公司";"1.5-2万/月";"1"
5347;"项目运营经理";"深圳市安印科技有限公司";"1-1.5万/月";"1"
5348;"技术支持/维护工程师";"深圳市安印科技有限公司";"6-8千/月";"若干"
5349;"IT专员";"深圳中兴金云科技有限公司";"0.8-1万/月";"1"
5350;"大客户交付经理";"深圳中兴金云科技有限公司";"0.9-1.8万/月";"1"
5351;"数据中心值班班长";"深圳中兴金云科技有限公司";"0.6-1万/月";"若干"
5352;"ABAP开发顾问（深圳）";"广州工博计算机科技有限公司";"2-5万/月";"3"
5353;"SAP实施顾问-PP";"广州工博计算机科技有限公司";"1.5-5万/月";"2"
5354;"ABAP开发顾问（深圳）";"广州工博计算机科技有限公司";"2-5万/月";"3"
5355;"SAP实施顾问-FI.CO";"广州工博计算机科技有限公司";"1-5万/月";"5"
5356;"SAP实施顾问-MM";"广州工博计算机科技有限公司";"1.5-5万/月";"2"
5357;"SAP实施顾问-PP";"广州工博计算机科技有限公司";"1.5-5万/月";"2"
5358;"SAP实施顾问-SD";"广州工博计算机科技有限公司";"1.5-5万/月";"2"
5359;"SAP实施顾问-FI.CO";"广州工博计算机科技有限公司";"1.5-5万/月";"2"
5360;"SAP实施顾问-PP";"广州工博计算机科技有限公司";"2-4万/月";"4"
5361;"电脑维修工程师";"中铁信息计算机工程有限责任公司广州分公司";"3-4.5千/月";"2"
5362;"IT总监";"香港宏安集团";"3-4万/月";"1"
5363;"数据仓库Java开发工程师";"华大基因";"1-2万/月";"若干"
5364;"工程经理";"华大基因";"1.5-2万/月";"1"
5365;"ABAP 开发工程师";"华孚时尚股份有限公司";"0.9-1.5万/月";"1"
5366;"系统安全工程师";"深圳市中标医学数据研究中心";"0.8-1.5万/月";"1"
5367;"维护工程师";"深圳市丛文科技有限公司";"4.5-6千/月";"1"
5368;"软件测试工程师";"深圳市丛文科技有限公司";"5-9千/月";"若干"
5369;"Java软件工程师";"深圳市深鹏达电网科技有限公司";"1-1.5万/月";"3"
5370;"楼宇集成工程师";"深圳市深鹏达电网科技有限公司";"6-8千/月";"1"
5371;"弱电工程师（珠海片区）";"深圳市深鹏达电网科技有限公司";"4-8千/月";"5"
5372;"配电系统工程师";"深圳市深鹏达电网科技有限公司";"4-8千/月";"6"
5373;"APC主任工程师";"深圳市华星光电技术有限公司";"1-1.5万/月";"1"
5374;"MES主任工程师";"深圳市华星光电技术有限公司";"1-1.5万/月";"2"
5375;"Auto工程师";"深圳市华星光电技术有限公司";"0.8-1万/月";"2"
5376;"报表开发主任工程师";"深圳市华星光电技术有限公司";"1-1.5万/月";"2"
5377;"BW主任工程师";"深圳市华星光电技术有限公司";"1-1.5万/月";"1"
5378;"系统高级工程师";"深圳市华星光电技术有限公司";"1.5-2万/月";"1"
5379;"数据库高级工程师";"深圳市华星光电技术有限公司";"1.5-2万/月";"1"
5380;"网络高级工程师";"深圳市华星光电技术有限公司";"1.5-2万/月";"2"
5381;"信息安全技术高级工程师";"深圳市华星光电技术有限公司";"1.5-2万/月";"2"
5382;"自动化维护工程师";"富士康科技集团CNSBG事业群";"0.6-1.2万/月";"15"
5383;"5G虚拟化开发工程师";"富士康科技集团CNSBG事业群";"1.5-6万/月";"5"
5384;"SAP开发工程师";"富士康科技集团iDPBG";"6-8千/月";"若干"
5385;"高级Java开发工程师（高薪急招） (MJ000366)";"团贷网";"1.5-3万/月";"1"
5386;"DBA";"团贷网";"2-3.5万/月";"1"
5387;"Java开发工程师（DevOps平台）";"团贷网";"1.5-2万/月";"1"
5388;"网络维护工程师";"深圳市迈超商业运营有限责任公司";"6-8千/月";"1"
5389;"系统管理员";"华强方特文化科技集团股份有限公司";"7-9千/月";"1"
5390;"php开发工程师(职位编号：FANTAWILD001280)";"华强方特文化科技集团股份有限公司";"0.8-1万/月";"2"
5391;"php开发工程师(职位编号：FANTAWILD000650)";"华强方特文化科技集团股份有限公司";"0.7-1.4万/月";"1"
5392;"保底5000+公寓住宿+综合8000+";"深圳前海华字号国际供应链有限公司";"0.6-1.2万/月";"8"
5393;"系统应用工程师（缤纷城）";"深圳市海雅商业有限公司";"6-8千/月";"2"
5394;"高级系统工程师";"深圳兆日科技股份有限公司";"1.2-2.4万/月";"2"
5395;"底薪5000+公寓管家+包住";"深圳思倍思文化有限公司";"0.8-1万/月";"15"
5396;"开发岗";"深圳证券通信有限公司";"1.6-2.5万/月";"2"
5397;"开发岗-区块链";"深圳证券通信有限公司";"2-3.3万/月";"1"
5398;"开发岗-BOP&监控项目";"深圳证券通信有限公司";"1.6-2.5万/月";"2"
5399;"售后支持岗";"深圳证券通信有限公司";"1.2-2万/月";"1"
5400;"高级测试工程师 （交易结算事业部）";"深圳证券通信有限公司";"1.6-2.5万/月";"1"
5401;"办公室督办岗";"深圳证券通信有限公司";"2-3千/月";"若干"
5402;"办公室文字岗（实习生）";"深圳证券通信有限公司";"2-3千/月";"1"
5403;"网络管理岗";"深圳证券通信有限公司";"1.6-2.2万/月";"1"
5404;"高级开发工程师（Web前端）";"深圳证券通信有限公司";"1-1.6万/月";"1"
5405;"高级开发工程师（JAVA）";"深圳证券通信有限公司";"1-1.6万/月";"1"
5406;"基础设施管理岗";"深圳证券通信有限公司";"1-1.6万/月";"1"
5407;"高级开发工程师（C++或Python）";"深圳证券通信有限公司";"1-1.5万/月";"2"
5408;"高级开发工程师（C++）";"深圳证券通信有限公司";"1-1.5万/月";"2"
5409;"系统管理员（安全系统管理方向）";"深圳证券通信有限公司";"1.6-2.3万/月";"1"
5410;"数据库开发工程师（交易结算事业部）";"深圳证券通信有限公司";"1.6-2.3万/月";"若干"
5411;"大数据开发工程师（交易结算事业部）";"深圳证券通信有限公司";"1.6-2.3万/月";"2"
5412;"JAVA工程师（交易结算事业部）";"深圳证券通信有限公司";"1.6-2.3万/月";"2"
5413;"保底5000+公寓住宿+综合8000+";"深圳前海华字号国际供应链有限公司";"0.8-1.2万/月";"8"
5414;"MAC管理售前工程师";"美承集团";"7-9千/月";"2"
5415;"系统管理员";"深圳华侨城欢乐谷旅游公司";"4-7千/月";"1"
5416;"网络工程师";"深圳华侨城欢乐谷旅游公司";"3-4.5千/月";"1"
5417;"Java开发工程师";"顺丰航空有限公司";"15-30万/年";"1"
5418;"中间件工程师";"顺丰航空有限公司";"18-30万/年";"1"
5419;"JAVA后台工程师(高级)";"深圳盛游天下科技有限公司";"1.5-2.5万/月";"若干"
5420;"研发总监";"深圳中航信息科技产业股份有限公司";"2-4万/月";"1"
5421;"开发总监";"深圳中航信息科技产业股份有限公司";"2-3万/月";"1"
5422;"维护工程师";"深圳中航信息科技产业股份有限公司";"5-6千/月";"1"
5423;"系统工程师";"深圳猎影商务信息咨询有限公司";"2-2.5万/月";"1"
5424;"技术工程师（传感器类）";"深圳市光明新区建设发展集团有限公司";"20-25万/年";"2"
5425;"系统工程师";"深圳市光明新区建设发展集团有限公司";"20-25万/年";"2"
5426;"维护工程师";"深圳市光明新区建设发展集团有限公司";"15-22万/年";"2"
5427;"网络工程师";"深圳市光明新区建设发展集团有限公司";"20-25万/年";"1"
5428;"网络工程师";"广东润杨通信服务有限公司";"0.8-2万/月";"1"
5429;"云计算技术服务经理";"上海优刻得信息科技有限公司";"1-1.5万/月";"1"
5430;"私有云售前架构师";"上海优刻得信息科技有限公司";"2-2.5万/月";"若干"
5431;"售前架构师";"上海优刻得信息科技有限公司";"1.5-3万/月";"若干"
5432;"Java架构师";"深圳市云尚云智能科技有限公司";"3-4万/月";"1"
5433;"高薪诚聘文案策划+";"深圳市富海文化传媒有限公司";"6-8千/月";"1"
5434;"SAP MM/PP/SD/FICO/ABAP/QM/WM/PS 顾问";"德硕管理咨询（深圳）有限公司";"1-2万/月";"若干"
5435;"系统集成项目技术支持工程师(职位编号：NKOSZ-57)";"赞华电子系统（深圳）有限公司";"0.8-1.3万/月";"1"
5436;"监控工程师";"金石易服（北京）科技有限公司";"0.5-1万/月";"5"
5437;"BI数据报表";"深圳市睿服科技有限公司";"1.2-1.8万/月";"3"
5438;"SD内部顾问(职位编号：EEKA001271)";"深圳市赢家服饰有限公司";"1.2-2万/月";"1"
5439;"IDC\CDN技术工程师";"深圳九河网络科技有限公司";"0.8-1万/月";"若干"
5440;"车辆运营-长安";"哈罗出行（哈罗单车hellobike）";"5-8千/月";"5"
5441;"哈罗单车车辆运营";"哈罗出行（哈罗单车hellobike）";"0.5-1万/月";"5"
5442;"初级IT工程师";"华宏达精密五金制造（深圳）有限公司";"4.5-6千/月";"1"
5443;"销售总经理";"深圳市捷顺科技实业股份有限公司";"4-7万/月";"1"
5444;"集团/系统业务总监";"深圳市捷顺科技实业股份有限公司";"3-5万/月";"若干"
5445;"SAP应用工程师（PP/MM）";"深圳市捷顺科技实业股份有限公司";"1.5-2万/月";"1"
5446;"Mysql DBA 顾问";"深圳百胜扬工业电子商务平台发展有限公司";"2000元/天";"5"
5447;"软件测试工程师";"深圳点积科技有限公司";"0.8-1万/月";"2"
5448;"信息技术专员";"美承集团";"4.5-6千/月";"1"
5449;"系统管理员/网络管理员";"美承集团";"5-7千/月";"若干"
5450;"（急聘）DBA 数据库管理员";"深圳市创业二路科技有限公司";"3.1-3.6万/月";"若干"
5451;"（急聘）Bigdata 大数据工程师";"深圳市创业二路科技有限公司";"2.8-3.1万/月";"若干"
5452;"（急聘）DevOps 工程师/高级工程师/架构师";"深圳市创业二路科技有限公司";"3.5-3.8万/月";"若干"
5453;"营销副总";"安华智能股份公司";"40-50万/年";"1"
5454;"系统维护主管";"深圳市山湖海房地产开发有限公司";"1-1.5万/月";"1"
5455;"PHP中级开发工程师";"深圳中湾电子股份有限公司";"1-1.3万/月";"1"
5456;"PHP高级开发工程师";"深圳中湾电子股份有限公司";"1.5-2万/月";"1"
5457;"平台开发工程师（安防监控）(职位编号：600302)";"深圳中湾电子股份有限公司";"1.5-3万/月";"1"
5458;"售前技术支持工程师";"北京中科联通科技有限责任公司";"6-8千/月";"2"
5459;"实施工程师(双休+五险一金)";"深圳市龙火科技有限公司";"0.7-1万/月";"1"
5460;"PHP开发工程师";"深圳市龙火科技有限公司";"1-1.5万/月";"2"
5461;"网络运营助理";"深圳市品悦食品有限公司";"4.5-6千/月";"若干"
5462;"SAP 开发工程师";"深圳市恒源昊信息科技有限公司";"1-1.5万/月";"1"
