,jobs,firms,salary,nums0
,日语JAVA高级软件工程师/项目主管（偏技术）,上海外高桥保税区国际人才服务有限公司,20-30万/年,1
,健身房门店店员（***）(职位编号：1),活悦健身咨询（上海）有限公司,200元/天,1
,项目经理/项目主管/PM,大连展锋人力资源开发有限公司,1.8-2.5万/月,1
,食品安全QA总监,日世（中国）投资有限公司,1.8-2.5万/月,1
,高级Java工程师(编号98783) 日语必须,上海艾杰飞人力资源有限公司,1.6-1.8万/月,1
,开发工程师leader,NEC-日电信息系统（中国）有限公司,1.5千以下/月,1
,映像开发管理,北京日立北工大信息系统有限公司,1.5-3万/月,1
,对日项目经理，项目组长,北京数创世纪软件技术有限公司,1.5-2万/月,1
,IT项目经理,三艾人才咨询（上海）有限公司,1.5-2万/月,1
,对日项目经理-日语-无锡,上海提浜克企业管理有限公司,1.5-2万/月,1
,服务交付/客户关系经理,智捷融汇（大连）科技有限公司,1.5-2万/月,1
,汽车电控单元(ECU)软件开发工程师Leader,善诚科技发展（上海）有限公司,1.5-2万/月,1
,赴日就职项目经理,万宝盛华企业管理咨询（上海）有限公司,1.5-2万/月,1
,赴日本正社员 cad设计 监督管理,辽宁省国际交流中心,1.5-2万/月,1
,BrSE,北京日立北工大信息系统有限公司,1.5-2万/月,1
,日语项目leader/经理,日通（大连）科技有限公司,1.5-2万/月,1
,赴日本正社员 cad设计 监督管理,辽宁省国际交流中心,1.5-2万/月,1
,区域销售经理（南京）,日世（中国）投资有限公司,1.5-2万/月,1
,日本营业(职位编号：0003),创盛信息技术（湖北）有限公司,1.5-2万/月,1
,（知名日本独资甲方公司）日语运维项目经理-JP2894,大连博科人才有限公司,1.5-2万/月,1
,（知名日本独资甲方公司）日语软件开发主管-JP2892,大连博科人才有限公司,1.5-2万/月,1
,对日项目经理,南京富士通南大软件技术有限公司,15-25万/年,1
,C++高级软件工程师（UI界面开发） 188,广州万士凯人力资源有限公司上海分公司,1.5-2.2万/月,1
,(全球制造巨头集团子公司)SSE PM/系统架构师-JP2922,大连博科人才有限公司,15-20万/年,1
,性能调优工程师（赴日）,南京富士通南大软件技术有限公司,15-20万/年,1
,(全球制造巨头集团子公司)SSE PM/系统架构师-JP2922,大连博科人才有限公司,15-20万/年,1
,日企开发项目管理(编号94942) 日语必须,上海艾杰飞人力资源有限公司,1-3万/月,1
,知名教育机构日本就职项目经理,万宝盛华企业管理咨询（上海）有限公司,1.3-2万/月,1
,项目经理,大连必捷必信息技术有限公司,1.3-1.9万/月,1
,项目经理,大连必捷必信息技术有限公司,1.3-1.9万/月,1
,管理部部长/人事部长,天田国际工贸（上海）有限公司,1.3-1.5万/月,1
,日语Java开发工程师,北京德普信科技有限公司,1-2万/月,1
,Java高级开发工程师,大连特思瑞思科技有限公司,1-2万/月,1
,日企SE系统工程师(编号93474) 日语必须,上海艾杰飞人力资源有限公司,1-2万/月,1
,驻客户现场负责人,北京中海创发科技有限公司,1-2万/月,1
,销售总监,花馨化妆品（上海）有限公司,1-2万/月,1
,营运总监,花馨化妆品（上海）有限公司,1-2万/月,1
,软件开发项目leader(编号103376) 日语英语必须,上海艾杰飞人力资源有限公司,1-2万/月,1
,驻客户现场负责人,北京中海创发科技有限公司,1-2万/月,1
,日本常驻Java系统分析师,天津云科世讯科技有限公司,1.2-2万/月,1
,软件技术经理,百富计算机技术（深圳）有限公司,1.2-2万/月,1
,日资资深PM(偏金融行业)(编号97158) 日语必须,上海艾杰飞人力资源有限公司,1.2-2.2万/月,1
,日语金融项目经理(编号103755),上海艾杰飞人力资源有限公司,1.2-2.2万/月,1
,日企开发工程师SE(编号104640) 日语必须,上海艾杰飞人力资源有限公司,1.2-1.8万/月,1
,汽车研发课长,广州泽盛机电设备有限公司,1.2-1.8万/月,1
,未名天业务产品经理,未名天（北京）教育科技有限公司,1.2-1.7万/月,1
,生产技术课长,广州泽盛机电设备有限公司,1.2-1.6万/月,1
,日语RPA,艾宾信息技术开发（上海）有限公司,1-1.8万/月,1
,运维工程师（日语）,DeNA,1-1.8万/月,1
,高级数据分析师（大数据）,游仁堂（上海）,1-1.8万/月,1
,日语RPA,艾宾信息技术开发（上海）有限公司,1-1.8万/月,1
,Java Developer（日语）,NTT DATA（中国）有限公司,1-1.5万/月,1
,Java开发工程师(日语),高知特信息技术（上海）有限公司 Cognizant Technology Solutions,1-1.5万/月,1
,Java SIE Team Leader,索尼信息系统（中国）有限公司,1-1.5万/月,1
,前端开发/java 软件工程师,方舟信息技术（苏州）有限公司,1-1.5万/月,1
,JAVA软件工程师（深圳沙井）,深圳市骏楚企业管理咨询有限公司,1-1.5万/月,1
,高薪 日语/日文项目Leader,方正宽带网络服务有限公司大连分公司,1-1.5万/月,1
,软件设计(高级SE)-日语-杭州滨江,上海提浜克企业管理有限公司,1-1.5万/月,1
,对日java开发,苏州工业园区凌志软件股份有限公司,1-1.5万/月,1
,对日java开发（惠普）,上海微创软件股份有限公司,1-1.5万/月,1
,对日Java  SE（短期出差日本）,大连中软软件有限公司,1-1.5万/月,1
,SE系统工程师,北京英福美信息科技股份有限公司,1-1.5万/月,1
,项目经理,广东银通汇投资有限公司,1-1.5万/月,1
,流程管理专员 188,广州万士凯人力资源有限公司上海分公司,1-1.5万/月,1
,保险项目Leader(大连),野村综研（北京）系统集成有限公司,1-1.5万/月,1
,PHP高级开发工程师,方正株式（武汉）科技开发有限公司,1-1.5万/月,1
,对日软件开发PL职位,大连信维科技有限公司,1-1.5万/月,1
,日企JAVA架构师(编号98164),上海艾杰飞人力资源有限公司,1-1.5万/月,1
,项目经理(编号100938) 日语必须,上海艾杰飞人力资源有限公司,1-1.5万/月,1
,Web前端开发工程师（日语）,上海网钜信息科技有限公司,1-1.5万/月,1
,急聘对日JAVA开发（可出差）,大连高仕科技有限公司,1-1.5万/月,1
,Java 开发工程师,索尼信息系统（中国）有限公司,1-1.5万/月,1
,Java开发工程师,索尼信息系统（中国）有限公司,1-1.5万/月,1
,Java高级开发工程师,大连易云科技有限公司,1-1.5万/月,1
,对日开发bse,大连大希软件有限公司,1-1.5万/月,1
,软件设计高级SE -英语-杭州滨江,上海提浜克企业管理有限公司,1-1.5万/月,1
,水处理电气工程师-南通,上海提浜克企业管理有限公司,1-1.5万/月,1
,成都担当PM （见习项目经理）,北京北方新宇信息技术有限公司,1-1.5万/月,1
,项目经理-某日系IT系统公司,北京谷英技术咨询服务有限公司,1-1.5万/月,1
,项目开发负责人(对日) 苏州,大宇宙信息创造（中国）有限公司,1-1.5万/月,1
,项目管理 Leader,大连易云科技有限公司,1-1.5万/月,1
,SE系统架构师(产业流通，偏售前)(日资公司10078501)(职位编号：10078501),英创人才服务（上海）有限公司广州分公司,1-1.5万/月,1
,(世界知名日企全资子公司)软件维护工程师-JP2872,大连博科人才有限公司,1-1.5万/月,1
,Ruby/Python开发工程师,NTT DATA（中国）有限公司,1-1.5万/月,1
,数据分析师,永旺（中国）投资有限公司,1-1.5万/月,1
,Technical support,NTT DATA（中国）有限公司,1-1.5万/月,1
,日语/汽车/外装设计工程师/赴日培训,半渡（上海）实业有限公司,1-1.5万/月,1
,SAP项目Leader（SD/MM）,野村综研（北京）系统集成有限公司,1-1.5万/月,1
,高薪 日语/日文项目Leader,方正宽带网络服务有限公司大连分公司,1-1.5万/月,1
,j建筑设计师,大连树源科技集团有限公司,1-1.5万/月,1
,食品研发（面包糕点类制作）(职位编号：007),北京京日东大食品有限公司,1-1.5万/月,1
,电商运营专员（日本）,上海阿乐乐可工业设计有限公司,1-1.5万/月,1
,日语翻译,华峰集团有限公司,1-1.5万/月,1
,运营岗（需具备日语能力）,复星集团健康控股,1-1.5万/月,1
,日语或英语技术服务工程师（知名企业，福利好）,上海日弘企业管理咨询有限公司,1-1.5万/月,1
,日语/汽车/电路工程师/设计工程师/赴日培训,半渡（上海）实业有限公司,1-1.5万/月,1
,赴日本工作 资材采购 高收入,辽宁省国际交流中心,1-1.5万/月,1
,15薪 SAP项目Leader 高薪,方正宽带网络服务有限公司大连分公司,1-1.5万/月,1
,教学产品经理,未名天（北京）教育科技有限公司,1-1.5万/月,1
,人事行政经理（主管）,日世（中国）投资有限公司,1-1.5万/月,1
,糕点研发(职位编号：003),北京京日东大食品有限公司,1-1.5万/月,1
,成本策划课长,广州泽盛机电设备有限公司,1-1.5万/月,1
,对日高级软件工程师（SE）-无锡-日语,上海提浜克企业管理有限公司,1-1.5万/月,1
,SAP项目Leader（FI/CO）,野村综研（北京）系统集成有限公司,1-1.5万/月,1
,保险项目Leader(大连),野村综研（北京）系统集成有限公司,1-1.5万/月,1
,嵌入式工程师,华尔特人才咨询（上海）有限公司,1-1.5万/月,1
,日企系统工程师(编号92539) 日语必须,上海艾杰飞人力资源有限公司,1-1.3万/月,1
,日企项目经理(编号103754),上海艾杰飞人力资源有限公司,1-1.3万/月,1
,SE,艾迪系统开发（武汉）有限公司,1-1.3万/月,1
,JAVA开发工程师,村田电子贸易（上海）有限公司,1-1.2万/月,1
,日企Java开发工程师(编号104754),上海艾杰飞人力资源有限公司,1-1.2万/月,1
,运维经理,广东银通汇投资有限公司,1-1.1万/月,1
,PM POS相关(编号102748) 日语必须,上海艾杰飞人力资源有限公司,1.1-1.5万/月,1
,PM(编号102746) 日语必须,上海艾杰飞人力资源有限公司,1.1-1.5万/月,1
,SCM实施顾问,上海菱威深信息技术有限公司,10-20万/年,1
,IT运维工程师,米思米（中国）精密机械贸易有限公司,10-15万/年,1
,汽车电子软件开发项目经理,南京富士通南大软件技术有限公司,10-15万/年,1
,ECU开发设计辅助工程师,南京富士通南大软件技术有限公司,10-15万/年,1
,日语翻译,上海暨达国际贸易有限公司,10-15万/年,1
,数据分析师-某日系大型零售投资企业(职位编号：（16979）),北京谷英技术咨询服务有限公司,0.9-1.8万/月,1
,JAVA 软件工程师  ID:4938,丽勒高（上海）人才服务有限公司,0.9-1.5万/月,1
,营业担当,日世（中国）投资有限公司,0.9-1.2万/月,1
,日资BI运维专员(编号98223),上海艾杰飞人力资源有限公司,0.8-2万/月,1
,日企数据挖掘工程师（初级-高级分析师）(编号98231),上海艾杰飞人力资源有限公司,0.8-2万/月,1
,对日Java开发工程师,艾宾信息技术开发（上海）有限公司大连分公司,0.8-1万/月,1
,开发工程师-某日系IT公司,北京谷英技术咨询服务有限公司,0.8-1万/月,1
,数字媒体技术专业 教师,大连东软信息学院,0.8-1万/月,1
,软件开发工程师(职位编号：109534),保圣那人才服务(上海)有限公司广州分公司,0.8-1万/月,1
,日企IT,上海昕荣贸易有限公司,0.8-1万/月,1
,web软件开发工程师,上海怡高科技服务有限公司,0.8-1万/月,1
,系统运维工程师(职位编号：DL-201813),北京富士通系统工程有限公司,0.8-1万/月,1
,（超紧急）JAVA开发工程师 ID:5121,丽勒高（上海）人才服务有限公司,0.8-1万/月,1
,项目主管-深圳 日语,上海恩斯凯软件开发有限公司,0.8-1万/月,1
,对日java软件工程师,富士软件科技（山东）有限公司,0.8-1万/月,1
,高级软件工程师（大数据）,松下信息系�y（上海）有限公司,0.8-1万/月,1
,软件开发 深圳上班,上海昕荣贸易有限公司,0.8-1万/月,1
,python开发工程师(职位编号：897281934115171),文思海辉技术有限公司Pactera Technology International Limited,0.8-1万/月,1
,高级软件工程师（大数据）,松下信息系�y（上海）有限公司,0.8-1万/月,1
,web软件开发工程师,上海怡高科技服务有限公司,0.8-1万/月,1
,逆变器（电机控制器）软件工程师(FAE),武汉光庭信息技术股份有限公司,0.8-1万/月,1
,式样,商泰软件（上海）有限公司,0.8-1万/月,1
,铸造工程师主管,广州泽盛机电设备有限公司,0.8-1万/月,1
,机械研发主管,广州泽盛机电设备有限公司,0.8-1万/月,1
,日语技术服务工程师（知名企业，福利好）,上海日弘企业管理咨询有限公司,0.8-1万/月,1
,(大型IT集团急聘)急聘Linux服务器工程师-JP2928,大连博科人才有限公司,0.8-1万/月,1
,(全球知名企业在华研发中心)网络工程师-JP2944(职位编号：JP2944),大连博科人才有限公司,0.8-1万/月,1
,JAVA软件开发工程师,松下信息系�y（上海）有限公司,0.8-1.5万/月,1
,前端工程师 / Front-end engineer,乐天逸行（北京）信息科技有限公司,0.8-1.5万/月,1
,Java开发工程师(日语),凯捷技术咨询（杭州）有限公司,0.8-1.5万/月,1
,Java开发工程师,希亚思（上海）信息技术有限公司,0.8-1.5万/月,1
,ERP 软件工程师 ID:4937,丽勒高（上海）人才服务有限公司,0.8-1.5万/月,1
,日企数据分析师(编号98398),上海艾杰飞人力资源有限公司,0.8-1.5万/月,1
,赴日就业项目经理/主管,未名天（北京）教育科技有限公司,0.8-1.5万/月,1
,美容店长,上海凯拉美容咨询有限公司,0.8-1.5万/月,1
,海外劳务项目主管/经理（日本）,未名天（北京）教育科技有限公司,0.8-1.5万/月,1
,日企就业项目经理/主管,未名天（北京）教育科技有限公司,0.8-1.5万/月,1
,日语翻译(编号103125) 日语必须,上海艾杰飞人力资源有限公司,0.8-1.5万/月,1
